name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
Kepler-263 b,2462.0,15.435,Neptune-like,2014,7.61,Earth,0.238,Jupiter,0.12,0.045448326,0.0,Transit
Kepler-264 b,3073.0,13.15,Neptune-like,2014,11.1,Earth,0.297,Jupiter,0.249,0.11170431,0.0,Transit
Kepler-265 b,4176.0,15.47,Super Earth,2014,4.12,Earth,1.86,Earth,0.069,0.018617386,0.0,Transit
Kepler-265 c,4176.0,15.47,Neptune-like,2014,7.41,Earth,0.235,Jupiter,0.127,0.046543464,0.0,Transit
Kepler-266 b,4472.0,15.787,Neptune-like,2014,6.71,Earth,0.221,Jupiter,0.071,0.018069815,0.0,Transit
Kepler-267 c,864.0,16.69,Neptune-like,2014,5.18,Earth,2.13,Earth,0.06,0.01889117,0.0,Transit
Kepler-267 d,864.0,16.69,Neptune-like,2014,5.77,Earth,0.203,Jupiter,0.154,0.078028746,0.0,Transit
Kepler-268 b,2779.0,13.844,Neptune-like,2014,7.04,Earth,0.227,Jupiter,0.18,0.070910335,0.0,Transit
Kepler-26 b,1094.0,15.853,Neptune-like,2011,5.12,Earth,0.248,Jupiter,0.08551,0.033675566,0.0,Transit
Kepler-26 c,1094.0,15.853,Neptune-like,2011,6.2,Earth,0.243,Jupiter,0.10725,0.047364816,0.0,Transit
Kepler-26 d,1094.0,15.853,Super Earth,2014,1.24,Earth,1.07,Earth,0.039,0.009582478,0.0,Transit
Kepler-270 b,3095.0,13.9,Super Earth,2014,4.7,Earth,2.01,Earth,0.107,0.031485286,0.0,Transit
Kepler-270 c,3095.0,13.9,Super Earth,2014,3.78,Earth,1.77,Earth,0.18,0.06926762,0.0,Transit
Kepler-271 b,1320.0,13.578,Super Earth,2014,2.04,Earth,1.23,Earth,0.0881,0.028473647,0.0,Transit
Kepler-271 c,1320.0,13.578,Terrestrial,2014,0.809,Earth,0.95,Earth,0.0702,0.020260096,0.0,Transit
Kepler-271 d,1320.0,13.578,Terrestrial,2016,0.219,Earth,0.66,Earth,0.0558,0.014236824,0.0,Transit
Kepler-272 b,2902.0,14.811,Super Earth,2014,0.245,Jupiter,1.43,Earth,0.038,0.008213553,0.0,Transit
Kepler-272 c,2902.0,14.811,Super Earth,2014,0.308,Jupiter,1.79,Earth,0.061,0.01670089,0.0,Transit
Kepler-272 d,2902.0,14.811,Neptune-like,2014,5.69,Earth,0.201,Jupiter,0.091,0.029842572,0.0,Transit
Kepler-273 b,2329.0,15.1,Super Earth,2014,2.86,Earth,1.5,Earth,0.037,0.007939767,0.0,Transit
Kepler-273 c,2329.0,15.1,Super Earth,2014,4.58,Earth,1.98,Earth,0.073,0.021902807,0.0,Transit
Kepler-274 b,4350.0,15.238,Super Earth,2014,2.99,Earth,1.54,Earth,0.101,0.03175907,0.0,Transit
Kepler-274 c,4350.0,15.238,Super Earth,2014,4.04,Earth,1.84,Earth,0.204,0.09089665,0.0,Transit
Kepler-276 b,3735.0,15.481,Neptune-like,2014,8.6,Earth,0.256,Jupiter,0.119,0.038603697,0.0,Transit
Kepler-276 c,3735.0,15.481,Super Earth,2013,16.6,Earth,0.259,Jupiter,0.1994,0.08733744,0.0,Transit
Kepler-277 b,3186.0,13.544,Gas Giant,2013,0.275,Jupiter,0.261,Jupiter,0.1385,0.047364816,0.0,Transit
Kepler-277 c,3186.0,13.544,Gas Giant,2013,0.202,Jupiter,0.3,Jupiter,0.2129,0.09034908,0.0,Transit
Kepler-279 b,3384.0,13.647,Neptune-like,2014,12.8,Earth,0.323,Jupiter,0.112,0.033675566,0.0,Transit
Kepler-279 c,3384.0,13.647,Gas Giant,2013,0.155,Jupiter,0.384,Jupiter,0.2236,0.097741276,0.0,Transit
Kepler-27 b,3407.0,15.822,Gas Giant,2011,9.11,Jupiter,0.357,Jupiter,0.118,0.041889116,0.0,Transit
Kepler-27 c,3407.0,15.822,Gas Giant,2011,13.8,Jupiter,0.437,Jupiter,0.191,0.08569473,0.0,Transit
Kepler-27 d,3407.0,15.822,Neptune-like,2021,7.78,Earth,0.241,Jupiter,0.0668,0.01779603,0.0,Transit
Kepler-280 b,2546.0,14.35,Super Earth,2014,2.7,Earth,1.45,Earth,0.032,0.0057494864,0.0,Transit
Kepler-280 c,2546.0,14.35,Super Earth,2014,4.7,Earth,2.01,Earth,0.056,0.013141684,0.0,Transit
Kepler-281 b,5694.0,15.931,Neptune-like,2014,8.35,Earth,0.252,Jupiter,0.117,0.039972622,0.0,Transit
Kepler-282 b,4363.0,15.444,Super Earth,2014,1.01,Earth,1.01,Earth,0.082,0.025188226,0.0,Transit
Kepler-282 c,4363.0,15.444,Super Earth,2014,1.87,Earth,1.2,Earth,0.106,0.037234772,0.0,Transit
Kepler-282 d,4363.0,15.444,Super Earth,2013,0.192,Jupiter,0.219,Jupiter,0.154,0.0678987,0.0,Transit
Kepler-283 b,1527.0,16.216,Neptune-like,2014,5.18,Earth,2.13,Earth,0.082,0.030116359,0.0,Transit
Kepler-284 b,3366.0,15.944,Neptune-like,2014,5.65,Earth,0.2,Jupiter,0.104,0.034770705,0.0,Transit
Kepler-284 c,3366.0,15.944,Neptune-like,2014,7.32,Earth,0.233,Jupiter,0.213,0.1026694,0.0,Transit
Kepler-285 b,2689.0,15.198,Super Earth,2014,2.36,Earth,1.34,Earth,0.036,0.007118412,0.0,Transit
Kepler-285 c,2689.0,15.198,Super Earth,2014,1.46,Earth,1.12,Earth,0.064,0.016974675,0.0,Transit
Kepler-286 b,4002.0,15.863,Super Earth,2014,2.07,Earth,1.24,Earth,0.027,0.004928131,0.0,Transit
Kepler-286 c,4002.0,15.863,Super Earth,2014,2.45,Earth,1.37,Earth,0.042,0.009582478,0.0,Transit
Kepler-286 d,4002.0,15.863,Super Earth,2014,2.33,Earth,1.33,Earth,0.061,0.01615332,0.0,Transit
Kepler-286 e,4002.0,15.863,Super Earth,2014,3.78,Earth,1.77,Earth,0.176,0.079945244,0.0,Transit
Kepler-287 b,2727.0,14.952,Neptune-like,2014,6.04,Earth,0.208,Jupiter,0.145,0.05557837,0.0,Transit
Kepler-288 b,3895.0,15.283,Super Earth,2014,3.43,Earth,1.67,Earth,0.065,0.01670089,0.0,Transit
Kepler-288 c,3895.0,15.283,Neptune-like,2014,8.5,Earth,0.254,Jupiter,0.14,0.05284052,0.0,Transit
Kepler-289 b,2298.0,14.142,Super Earth,2014,7.3,Earth,2.15,Earth,0.21,0.09445585,0.0,Transit
Kepler-28 b,1430.0,15.13,Neptune-like,2011,1.51,Jupiter,0.321,Jupiter,0.062,0.01615332,0.0,Transit
Kepler-28 c,1430.0,15.13,Neptune-like,2011,1.36,Jupiter,0.303,Jupiter,0.081,0.024640657,0.0,Transit
Kepler-290 b,2266.0,15.775,Neptune-like,2014,5.69,Earth,0.201,Jupiter,0.11,0.039972622,0.0,Transit
Kepler-290 c,2266.0,15.775,Neptune-like,2014,7.75,Earth,0.241,Jupiter,0.205,0.100752905,0.0,Transit
Kepler-291 b,5827.0,16.218,Neptune-like,2014,5.31,Earth,2.16,Earth,0.047,0.009582478,0.0,Transit
Kepler-291 c,5827.0,16.218,Super Earth,2014,4.19,Earth,1.88,Earth,0.065,0.015605749,0.0,Transit
Kepler-292 b,3446.0,16.303,Super Earth,2014,2.3,Earth,1.32,Earth,0.035,0.007118412,0.0,Transit
Kepler-292 c,3446.0,16.303,Super Earth,2014,2.76,Earth,1.47,Earth,0.045,0.010130048,0.0,Transit
Kepler-292 d,3446.0,16.303,Neptune-like,2014,5.6,Earth,2.23,Earth,0.068,0.01943874,0.0,Transit
Kepler-292 e,3446.0,16.303,Neptune-like,2014,7.61,Earth,0.238,Jupiter,0.097,0.03285421,0.0,Transit
Kepler-292 f,3446.0,16.303,Neptune-like,2014,6.12,Earth,0.21,Jupiter,0.141,0.056947295,0.0,Transit
Kepler-293 b,3179.0,15.452,Neptune-like,2014,9.64,Earth,0.274,Jupiter,0.144,0.05284052,0.0,Transit
Kepler-294 b,4427.0,15.948,Super Earth,2014,3.78,Earth,1.77,Earth,0.048,0.010130048,0.0,Transit
Kepler-294 c,4427.0,15.948,Neptune-like,2014,7.8,Earth,0.242,Jupiter,0.071,0.018069815,0.0,Transit
Kepler-295 b,5543.0,14.631,Super Earth,2014,1.98,Earth,1.22,Earth,0.099,0.034496922,0.0,Transit
Kepler-295 c,5543.0,14.631,Super Earth,2014,1.71,Earth,1.17,Earth,0.142,0.058863793,0.0,Transit
Kepler-295 d,5543.0,14.631,Super Earth,2014,2.42,Earth,1.36,Earth,0.192,0.09281315,0.0,Transit
Kepler-297 b,2258.0,14.326,Gas Giant,2014,0.153,Jupiter,0.256,Jupiter,0.217,0.1065024,0.0,Transit
Kepler-298 b,1690.0,15.617,Super Earth,2014,4.5,Earth,1.96,Earth,0.08,0.028747434,0.0,Transit
Kepler-298 c,1690.0,15.617,Super Earth,2014,4.38,Earth,1.93,Earth,0.136,0.062696785,0.0,Transit
Kepler-299 b,3432.0,15.232,Super Earth,2014,2.3,Earth,1.32,Earth,0.04,0.007939767,0.0,Transit
Kepler-299 c,3432.0,15.232,Neptune-like,2014,7.51,Earth,0.236,Jupiter,0.07,0.01889117,0.0,Transit
Kepler-299 d,3432.0,15.232,Super Earth,2014,4.12,Earth,1.86,Earth,0.118,0.041341547,0.0,Transit
Kepler-299 e,3432.0,15.232,Super Earth,2014,4.16,Earth,1.87,Earth,0.22,0.10485968,0.0,Transit
Kepler-29 b,2716.0,15.547,Neptune-like,2011,5.0,Earth,0.227,Jupiter,0.0919,0.028199865,0.0,Transit
Kepler-29 c,2716.0,15.547,Neptune-like,2011,4.5,Earth,0.209,Jupiter,0.1087,0.036413416,0.0,Transit
Kepler-300 b,3583.0,14.25,Super Earth,2014,3.43,Earth,1.67,Earth,0.094,0.028473647,0.0,Transit
Kepler-300 c,3583.0,14.25,Neptune-like,2014,5.69,Earth,0.201,Jupiter,0.232,0.111430526,0.0,Transit
Kepler-301 b,2346.0,14.458,Super Earth,2014,2.39,Earth,1.35,Earth,0.036,0.0068446267,0.0,Transit
Kepler-301 c,2346.0,14.458,Super Earth,2014,2.39,Earth,1.35,Earth,0.06,0.014784395,0.0,Transit
Kepler-301 d,2346.0,14.458,Super Earth,2014,3.71,Earth,1.75,Earth,0.112,0.03778234,0.0,Transit
Kepler-302 b,4575.0,15.694,Neptune-like,2014,15.5,Earth,0.362,Jupiter,0.193,0.082683094,0.0,Transit
Kepler-303 b,684.0,14.917,Terrestrial,2014,0.64,Earth,0.89,Earth,0.024,0.005201916,0.0,Transit
Kepler-303 c,684.0,14.917,Super Earth,2014,1.55,Earth,1.14,Earth,0.057,0.01943874,0.0,Transit
Kepler-304 b,1418.0,15.065,Neptune-like,2014,8.55,Earth,0.255,Jupiter,0.039,0.009034907,0.0,Transit
Kepler-304 c,1418.0,15.065,Neptune-like,2014,5.35,Earth,2.17,Earth,0.054,0.01451061,0.0,Transit
Kepler-304 d,1418.0,15.065,Neptune-like,2014,8.0,Earth,0.245,Jupiter,0.08,0.026557151,0.0,Transit
Kepler-304 e,1418.0,15.065,Super Earth,2016,1.87,Earth,1.2,Earth,0.0232,0.0041067763,0.0,Transit
Kepler-305 b,2833.0,15.851,Neptune-like,2013,10.5,Earth,0.321,Jupiter,0.0571,0.015058179,0.0,Transit
Kepler-305 c,2833.0,15.851,Neptune-like,2013,6.0,Earth,0.294,Jupiter,0.0752,0.022724163,0.0,Transit
Kepler-305 d,2833.0,15.851,Neptune-like,2014,9.1,Earth,0.242,Jupiter,0.121,0.045722112,0.0,Transit
Kepler-305 e,2833.0,15.851,Super Earth,2020,3.87,Earth,1.794,Earth,0.0399,0.008761123,0.0,Transit
Kepler-306 b,2530.0,15.575,Super Earth,2014,2.92,Earth,1.52,Earth,0.05,0.012594113,0.0,Transit
Kepler-306 c,2530.0,15.575,Neptune-like,2014,6.12,Earth,0.21,Jupiter,0.067,0.019712524,0.0,Transit
Kepler-306 d,2530.0,15.575,Neptune-like,2014,6.66,Earth,0.22,Jupiter,0.12,0.047364816,0.0,Transit
Kepler-307 b,1878.0,14.149,Neptune-like,2013,7.44,Earth,0.217,Jupiter,0.0917,0.028473647,0.0,Transit
Kepler-307 c,1878.0,14.149,Neptune-like,2013,3.64,Earth,2.2,Earth,0.1068,0.035865847,0.0,Transit
Kepler-308 b,4358.0,16.019,Neptune-like,2014,5.14,Earth,2.12,Earth,0.09,0.026557151,0.0,Transit
Kepler-308 c,4358.0,16.019,Neptune-like,2014,5.31,Earth,2.16,Earth,0.123,0.042162903,0.0,Transit
Kepler-309 b,1776.0,15.418,Super Earth,2014,3.05,Earth,1.56,Earth,0.059,0.01615332,0.0,Transit
Kepler-310 b,1965.0,14.376,Super Earth,2014,1.81,Earth,1.19,Earth,0.111,0.038056124,0.0,Transit
Kepler-311 b,2540.0,13.902,Super Earth,2014,3.53,Earth,1.7,Earth,0.087,0.025188226,0.0,Transit
Kepler-311 c,2540.0,13.902,Super Earth,2014,2.63,Earth,1.43,Earth,0.145,0.053935662,0.0,Transit
Kepler-312 b,2602.0,13.01,Super Earth,2014,2.21,Earth,1.29,Earth,0.031,0.004928131,0.0,Transit
Kepler-312 c,2602.0,13.01,Neptune-like,2014,10.1,Earth,0.281,Jupiter,0.153,0.053935662,0.0,Transit
Kepler-313 b,3521.0,14.304,Neptune-like,2014,6.94,Earth,0.226,Jupiter,0.125,0.04106776,0.0,Transit
Kepler-313 c,3521.0,14.304,Neptune-like,2014,7.13,Earth,0.229,Jupiter,0.208,0.08843258,0.0,Transit
Kepler-314 b,877.0,12.64,Terrestrial,2014,0.498,Earth,0.83,Earth,0.035,0.0068446267,0.0,Transit
Kepler-314 c,877.0,12.64,Neptune-like,2014,8.75,Earth,0.259,Jupiter,0.064,0.016427105,0.0,Transit
Kepler-316 b,1256.0,15.81,Super Earth,2014,1.2,Earth,1.06,Earth,0.027,0.006023272,0.0,Transit
Kepler-316 c,1256.0,15.81,Super Earth,2014,1.65,Earth,1.16,Earth,0.058,0.018617386,0.0,Transit
Kepler-317 b,3068.0,15.665,Super Earth,2014,0.345,Jupiter,2.09,Earth,0.061,0.015058179,0.0,Transit
Kepler-317 c,3068.0,15.665,Super Earth,2014,3.61,Earth,1.72,Earth,0.083,0.024093088,0.0,Transit
Kepler-318 c,1596.0,13.442,Neptune-like,2014,13.1,Earth,0.328,Jupiter,0.105,0.03230664,0.0,Transit
Kepler-319 b,1642.0,13.926,Super Earth,2014,3.29,Earth,1.63,Earth,0.051,0.012046544,0.0,Transit
Kepler-319 c,1642.0,13.926,Neptune-like,2014,7.41,Earth,0.235,Jupiter,0.069,0.01889117,0.0,Transit
Kepler-319 d,1642.0,13.926,Neptune-like,2014,5.86,Earth,0.204,Jupiter,0.191,0.087063655,0.0,Transit
Kepler-320 b,2696.0,13.494,Super Earth,2014,1.55,Earth,1.14,Earth,0.085,0.022997946,0.0,Transit
Kepler-320 c,2696.0,13.494,Super Earth,2014,2.45,Earth,1.37,Earth,0.142,0.049007528,0.0,Transit
Kepler-321 b,1254.0,12.918,Super Earth,2014,3.78,Earth,1.77,Earth,0.057,0.013415469,0.0,Transit
Kepler-321 c,1254.0,12.918,Neptune-like,2014,5.99,Earth,0.207,Jupiter,0.11,0.035865847,0.0,Transit
Kepler-322 b,1306.0,13.687,Super Earth,2014,1.01,Earth,1.01,Earth,0.027,0.0046543465,0.0,Transit
Kepler-322 c,1306.0,13.687,Super Earth,2014,3.43,Earth,1.67,Earth,0.051,0.011772759,0.0,Transit
Kepler-323 b,1484.0,12.78,Super Earth,2014,2.153,Jupiter,1.43,Earth,0.028,0.0046543465,0.0,Transit
Kepler-323 c,1484.0,12.78,Super Earth,2014,0.251,Jupiter,1.63,Earth,0.046,0.009856262,0.0,Transit
Kepler-324 b,1636.0,14.222,Super Earth,2014,1.55,Earth,1.14,Earth,0.05,0.012046544,0.0,Transit
Kepler-324 e,1636.0,14.222,Super Earth,2021,4.81,Earth,2.039,Earth,0.1074,0.03832991,0.0,Transit
Kepler-325 b,2685.0,15.175,Neptune-like,2014,8.8,Earth,0.26,Jupiter,0.053,0.0123203285,0.0,Transit
Kepler-325 c,2685.0,15.175,Neptune-like,2014,6.99,Earth,0.227,Jupiter,0.105,0.03504449,0.0,Transit
Kepler-325 d,2685.0,15.175,Neptune-like,2014,8.2,Earth,0.249,Jupiter,0.22,0.105954826,0.0,Transit
Kepler-326 b,1591.0,13.734,Super Earth,2014,0.14,Jupiter,1.52,Earth,0.032,0.006023272,0.0,Transit
Kepler-326 d,1591.0,13.734,Super Earth,2014,6.9,Earth,1.21,Earth,0.066,0.018617386,0.0,Transit
Kepler-327 b,789.0,15.611,Super Earth,2014,1.41,Earth,1.11,Earth,0.029,0.0068446267,0.0,Transit
Kepler-327 d,789.0,15.611,Super Earth,2014,3.64,Earth,1.73,Earth,0.09,0.03832991,0.0,Transit
Kepler-329 b,1434.0,15.886,Super Earth,2014,2.54,Earth,1.4,Earth,0.061,0.020260096,0.0,Transit
Kepler-329 c,1434.0,15.886,Super Earth,2014,4.38,Earth,1.93,Earth,0.113,0.051197812,0.0,Transit
Kepler-32 b,1056.0,16.36,Gas Giant,2011,4.1,Jupiter,2.2,Earth,0.05,0.01615332,0.0,Transit
Kepler-32 c,1056.0,16.36,Neptune-like,2011,0.5,Jupiter,2.0,Earth,0.09,0.024093088,0.0,Transit
Kepler-32 d,1056.0,16.36,Neptune-like,2012,7.75,Earth,0.241,Jupiter,0.13,0.062422995,0.0,Transit
Kepler-32 e,1056.0,16.36,Super Earth,2012,2.86,Earth,1.5,Earth,0.033,0.007939767,0.0,Transit
Kepler-32 f,1056.0,16.36,Terrestrial,2012,0.477,Earth,0.82,Earth,0.013,0.0019164955,0.0,Transit
Kepler-330 b,2341.0,15.569,Super Earth,2014,2.39,Earth,1.35,Earth,0.075,0.022724163,0.0,Transit
Kepler-330 c,2341.0,15.569,Super Earth,2014,4.46,Earth,1.95,Earth,0.116,0.043805614,0.0,Transit
Kepler-331 b,1892.0,16.199,Super Earth,2014,3.97,Earth,1.82,Earth,0.065,0.023271732,0.0,Transit
Kepler-331 c,1892.0,16.199,Super Earth,2014,4.04,Earth,1.84,Earth,0.105,0.047364816,0.0,Transit
Kepler-331 d,1892.0,16.199,Super Earth,2014,3.33,Earth,1.64,Earth,0.159,0.08788501,0.0,Transit
Kepler-332 b,1123.0,14.243,Super Earth,2014,1.71,Earth,1.17,Earth,0.07,0.020807665,0.0,Transit
Kepler-332 c,1123.0,14.243,Super Earth,2014,1.32,Earth,1.09,Earth,0.114,0.043805614,0.0,Transit
Kepler-332 d,1123.0,14.243,Super Earth,2014,1.76,Earth,1.18,Earth,0.189,0.0936345,0.0,Transit
Kepler-333 c,1058.0,15.052,Super Earth,2014,1.41,Earth,1.11,Earth,0.135,0.06598221,0.0,Transit
Kepler-334 b,1392.0,12.834,Super Earth,2014,1.46,Earth,1.12,Earth,0.061,0.015058179,0.0,Transit
Kepler-334 c,1392.0,12.834,Super Earth,2014,2.63,Earth,1.43,Earth,0.107,0.03504449,0.0,Transit
Kepler-334 d,1392.0,12.834,Super Earth,2014,2.57,Earth,1.41,Earth,0.168,0.06872006,0.0,Transit
Kepler-335 b,4172.0,14.111,Neptune-like,2014,11.4,Earth,0.302,Jupiter,0.075,0.018069815,0.0,Transit
Kepler-336 b,2508.0,13.677,Super Earth,2014,1.04,Earth,1.02,Earth,0.033,0.0054757018,0.0,Transit
Kepler-336 c,2508.0,13.677,Neptune-like,2014,5.06,Earth,2.1,Earth,0.092,0.026283368,0.0,Transit
Kepler-336 d,2508.0,13.677,Neptune-like,2014,6.21,Earth,0.211,Jupiter,0.154,0.056673512,0.0,Transit
Kepler-337 b,2212.0,12.799,Super Earth,2014,2.99,Earth,1.54,Earth,0.045,0.009034907,0.0,Transit
Kepler-337 c,2212.0,12.799,Super Earth,2014,4.86,Earth,2.05,Earth,0.093,0.026557151,0.0,Transit
Kepler-339 b,2011.0,14.706,Super Earth,2014,2.6,Earth,1.42,Earth,0.055,0.0136892535,0.0,Transit
Kepler-339 c,2011.0,14.706,Super Earth,2014,7.3,Earth,1.15,Earth,0.069,0.019164955,0.0,Transit
Kepler-339 d,2011.0,14.706,Super Earth,2014,14.7,Earth,1.17,Earth,0.091,0.02902122,0.0,Transit
Kepler-33 b,3944.0,14.099,Super Earth,2011,3.68,Earth,1.74,Earth,0.0677,0.015605749,0.0,Transit
Kepler-33 c,3944.0,14.099,Terrestrial,2011,0.39,Earth,0.285,Jupiter,0.1189,0.03613963,0.0,Transit
Kepler-33 d,3944.0,14.099,Neptune-like,2011,3.91,Earth,0.477,Jupiter,0.1662,0.059685145,0.0,Transit
Kepler-33 e,3944.0,14.099,Neptune-like,2011,5.57,Earth,0.359,Jupiter,0.2138,0.087063655,0.0,Transit
Kepler-33 f,3944.0,14.099,Neptune-like,2011,9.6,Earth,0.398,Jupiter,0.2535,0.112251885,0.0,Transit
Kepler-340 b,2638.0,12.329,Neptune-like,2014,6.94,Earth,0.226,Jupiter,0.134,0.04052019,0.0,Transit
Kepler-340 c,2638.0,12.329,Neptune-like,2014,11.3,Earth,0.301,Jupiter,0.178,0.062422995,0.0,Transit
Kepler-341 b,3415.0,14.739,Super Earth,2014,1.76,Earth,1.18,Earth,0.06,0.014236824,0.0,Transit
Kepler-341 c,3415.0,14.739,Super Earth,2014,3.53,Earth,1.7,Earth,0.08,0.021902807,0.0,Transit
Kepler-341 d,3415.0,14.739,Super Earth,2014,4.08,Earth,1.85,Earth,0.182,0.07583847,0.0,Transit
Kepler-342 b,2550.0,13.2,Neptune-like,2014,5.69,Earth,0.201,Jupiter,0.128,0.04161533,0.0,Transit
Kepler-342 c,2550.0,13.2,Super Earth,2014,4.5,Earth,1.96,Earth,0.185,0.071731694,0.0,Transit
Kepler-342 d,2550.0,13.2,Neptune-like,2014,6.76,Earth,0.222,Jupiter,0.242,0.1081451,0.0,Transit
Kepler-342 e,2550.0,13.2,Terrestrial,2016,0.615,Earth,0.88,Earth,0.0293,0.0043805614,0.0,Transit
Kepler-343 b,3025.0,14.063,Neptune-like,2014,6.39,Earth,0.215,Jupiter,0.088,0.024640657,0.0,Transit
Kepler-343 c,3025.0,14.063,Super Earth,2014,4.74,Earth,2.02,Earth,0.167,0.06351814,0.0,Transit
Kepler-344 b,3272.0,15.539,Neptune-like,2014,7.32,Earth,0.233,Jupiter,0.153,0.060232718,0.0,Transit
Kepler-345 b,848.0,14.344,Terrestrial,2014,0.5,Earth,0.74,Earth,0.066,0.020260096,0.0,Transit
Kepler-345 c,848.0,14.344,Super Earth,2014,2.2,Earth,1.2,Earth,0.077,0.025735795,0.0,Transit
Kepler-346 b,3210.0,15.261,Neptune-like,2014,7.56,Earth,0.237,Jupiter,0.071,0.01779603,0.0,Transit
Kepler-346 c,3210.0,15.261,Neptune-like,2014,9.64,Earth,0.274,Jupiter,0.168,0.065434635,0.0,Transit
Kepler-347 b,4237.0,14.567,Super Earth,2014,4.54,Earth,1.97,Earth,0.11,0.03504449,0.0,Transit
Kepler-347 c,4237.0,14.567,Super Earth,2014,3.71,Earth,1.75,Earth,0.183,0.07474332,0.0,Transit
Kepler-348 b,1862.0,12.676,Super Earth,2014,2.92,Earth,1.52,Earth,0.076,0.01943874,0.0,Transit
Kepler-348 c,1862.0,12.676,Super Earth,2014,2.33,Earth,1.33,Earth,0.138,0.047364816,0.0,Transit
Kepler-349 b,3069.0,14.915,Super Earth,2014,0.297,Jupiter,1.9,Earth,0.065,0.01615332,0.0,Transit
Kepler-349 c,3069.0,14.915,Super Earth,2014,4.5,Earth,1.96,Earth,0.105,0.03340178,0.0,Transit
Kepler-350 b,3121.0,13.965,Super Earth,2014,4.08,Earth,1.85,Earth,0.104,0.030663928,0.0,Transit
Kepler-350 c,3121.0,13.965,Neptune-like,2013,6.1,Earth,0.277,Jupiter,0.1385,0.04873374,0.0,Transit
Kepler-350 d,3121.0,13.965,Super Earth,2013,14.9,Earth,0.25,Jupiter,0.1786,0.07145791,0.0,Transit
Kepler-351 b,3536.0,16.229,Neptune-like,2014,4.8,Earth,0.273,Jupiter,0.214,0.10157426,0.0,Transit
Kepler-352 b,824.0,13.142,Terrestrial,2014,0.566,Earth,0.86,Earth,0.085,0.027652293,0.0,Transit
Kepler-352 c,824.0,13.142,Super Earth,2014,2.07,Earth,1.24,Earth,0.118,0.044626966,0.0,Transit
Kepler-352 d,824.0,13.142,Terrestrial,2021,0.449,Earth,0.806,Earth,0.0657,0.01889117,0.0,Transit
Kepler-353 b,1255.0,16.126,Terrestrial,2014,0.64,Earth,0.89,Earth,0.051,0.015879534,0.0,Transit
Kepler-353 c,1255.0,16.126,Super Earth,2014,2.48,Earth,1.38,Earth,0.065,0.022997946,0.0,Transit
Kepler-354 b,1807.0,15.771,Super Earth,2014,4.04,Earth,1.84,Earth,0.054,0.015058179,0.0,Transit
Kepler-354 c,1807.0,15.771,Super Earth,2014,2.27,Earth,1.31,Earth,0.115,0.046269678,0.0,Transit
Kepler-354 d,1807.0,15.771,Super Earth,2014,2.07,Earth,1.24,Earth,0.146,0.066255994,0.0,Transit
Kepler-355 b,4672.0,15.242,Super Earth,2014,2.73,Earth,1.46,Earth,0.102,0.030116359,0.0,Transit
Kepler-355 c,4672.0,15.242,Neptune-like,2014,7.8,Earth,0.242,Jupiter,0.179,0.07063655,0.0,Transit
Kepler-356 b,2308.0,13.058,Super Earth,2014,3.09,Earth,1.57,Earth,0.057,0.012594113,0.0,Transit
Kepler-356 c,2308.0,13.058,Super Earth,2014,3.93,Earth,1.81,Earth,0.115,0.035865847,0.0,Transit
Kepler-357 b,2246.0,15.735,Super Earth,2014,4.04,Earth,1.84,Earth,0.063,0.01779603,0.0,Transit
Kepler-357 c,2246.0,15.735,Neptune-like,2014,7.61,Earth,0.238,Jupiter,0.12,0.046269678,0.0,Transit
Kepler-358 b,3592.0,15.516,Neptune-like,2014,7.85,Earth,0.243,Jupiter,0.21,0.09336071,0.0,Transit
Kepler-359 b,4708.0,15.805,Neptune-like,2014,12.2,Earth,0.315,Jupiter,0.178,0.07008898,0.0,Transit
Kepler-360 b,2858.0,15.011,Super Earth,2014,3.36,Earth,1.65,Earth,0.044,0.009034907,0.0,Transit
Kepler-360 c,2858.0,15.011,Neptune-like,2014,5.06,Earth,2.1,Earth,0.075,0.019712524,0.0,Transit
Kepler-361 b,3035.0,13.635,Super Earth,2014,2.7,Earth,1.45,Earth,0.086,0.023271732,0.0,Transit
Kepler-362 b,3557.0,14.608,Terrestrial,2014,0.615,Earth,0.88,Earth,0.087,0.028199865,0.0,Transit
Kepler-362 c,3557.0,14.608,Super Earth,2014,2.7,Earth,1.45,Earth,0.207,0.10376455,0.0,Transit
Kepler-363 b,2488.0,13.472,Super Earth,2014,1.65,Earth,1.16,Earth,0.048,0.009856262,0.0,Transit
Kepler-363 c,2488.0,13.472,Super Earth,2014,0.209,Jupiter,1.69,Earth,0.079,0.02053388,0.0,Transit
Kepler-363 d,2488.0,13.472,Super Earth,2014,4.86,Earth,2.05,Earth,0.107,0.032580424,0.0,Transit
Kepler-364 b,2908.0,13.754,Super Earth,2014,3.02,Earth,1.55,Earth,0.178,0.07036277,0.0,Transit
Kepler-365 b,3389.0,14.771,Super Earth,2014,4.82,Earth,2.04,Earth,0.098,0.029295003,0.0,Transit
Kepler-365 c,3389.0,14.771,Super Earth,2014,3.33,Earth,1.64,Earth,0.137,0.04873374,0.0,Transit
Kepler-366 b,6055.0,14.952,Super Earth,2014,2.73,Earth,1.46,Earth,0.045,0.009034907,0.0,Transit
